代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	
000022	深赤湾Ａ	0.05	19.00	0.01	19.00	19.01	244409	2883	0.15	          5.26	
000023	深天地Ａ	--  	30.53	--  	--  	--  	0	0	--  	          0.00	
000025	特  力Ａ	-1.18	73.88	-0.88	73.87	73.88	56759	1107	-0.02	          3.17	
000026	飞亚达Ａ	2.80	13.20	0.36	13.19	13.20	143179	5567	2.56	          4.60	
000027	深圳能源	0.98	7.18	0.07	7.18	7.19	168440	2807	0.13	          1.17	
000028	国药一致	--  	66.15	--  	--  	--  	0	0	--  	          0.00	
000029	深深房Ａ	-2.49	10.98	-0.28	10.97	10.98	246888	3057	-0.09	          2.77	
000030	富奥股份	-1.29	7.68	-0.10	7.68	7.69	83439	1247	0.00	          1.49	
000031	中粮地产	0.46	11.01	0.05	11.01	11.02	409684	5306	-0.09	          2.26	
000032	深桑达Ａ	1.86	21.96	0.40	21.96	21.97	157364	1152	0.68	          6.76	
000034	深信泰丰	--  	27.95	--  	--  	--  	0	0	--  	          0.00	
000035	中国天楹	-3.04	13.40	-0.42	13.40	13.41	324115	3679	0.00	          8.03	
000036	华联控股	6.06	8.22	0.47	8.21	8.22	411930	1791	-0.12	          3.67	
000037	深南电Ａ	5.44	11.43	0.59	11.43	11.44	279287	4323	0.00	          8.24	
000038	深大通	--  	56.90	--  	--  	--  	0	0	--  	          0.00	
000039	中集集团	0.07	14.64	0.01	14.63	14.64	134451	3050	0.13	          1.07	
000040	宝安地产	-1.42	11.09	-0.16	11.09	11.10	106342	995	-0.09	          2.29	
000042	中洲控股	-1.26	16.49	-0.21	16.49	16.50	33200	330	0.06	          0.69	
000043	中航地产	-2.02	8.72	-0.18	8.71	8.72	208989	5378	0.34	          3.13	
000045	深纺织Ａ	1.44	12.69	0.18	12.69	12.70	197563	3446	0.63	          4.87	
000046	泛海控股	0.80	10.11	0.08	10.11	10.12	94404	816	0.00	          0.21	
000048	康达尔	-0.85	37.20	-0.32	37.20	37.22	61227	1233	0.00	          1.59	
000049	德赛电池	-0.12	40.35	-0.05	40.35	40.37	26379	303	0.22	          1.29	
000050	深天马Ａ	-2.48	17.28	-0.44	17.28	17.29	331353	4861	0.05	          3.51	
000055	方大集团	-2.42	11.71	-0.29	11.70	11.71	80420	1637	-0.17	          1.91	
000056	皇庭国际	6.85	28.08	1.80	28.08	28.09	47337	1816	0.53	          3.31	
000058	深 赛 格	--  	11.85	--  	--  	--  	0	0	--  	          0.00	
000059	*ST华锦	0.51	5.92	0.03	5.91	5.92	105127	871	0.33	          0.75	
000060	中金岭南	-0.09	10.63	-0.01	10.63	10.64	389803	4177	0.00	          1.89	
000061	农 产 品	-1.24	14.38	-0.18	14.38	14.39	122733	929	0.00	          0.73	
000062	深圳华强	0.45	26.60	0.12	26.60	26.61	90857	1826	0.18	          1.36	
000063	中兴通讯	1.34	15.10	0.20	15.09	15.10	329540	4352	0.00	          0.98	
000065	北方国际	--  	30.53	--  	--  	--  	0	0	--  	          0.00	
000066	长城电脑	--  	21.54	--  	--  	--  	0	0	--  	          0.00	
000068	*ST华赛	0.40	10.14	0.04	10.12	10.14	54228	414	0.19	          0.60	
000069	华侨城Ａ	0.89	6.81	0.06	6.80	6.81	256210	2156	0.14	          0.42	
000070	特发信息	6.23	26.61	1.56	26.61	26.62	97113	734	-0.03	          3.76	
000078	海王生物	1.38	17.58	0.24	17.58	17.59	209415	3792	0.11	          2.87	
000088	盐 田 港	-0.60	6.65	-0.04	6.64	6.65	103427	1515	0.30	          0.53	
000089	深圳机场	0.00	7.50	0.00	7.49	7.50	64983	793	0.13	          0.32	
000090	天健集团	-1.22	13.80	-0.17	13.79	13.80	117237	907	-0.07	          2.12	
000096	广聚能源	1.37	14.03	0.19	14.02	14.03	138758	1753	0.00	          2.72	
000099	中信海直	-0.86	11.55	-0.10	11.54	11.55	133988	5533	0.08	          2.21	
000100	TCL 集团	1.02	3.98	0.04	3.97	3.98	997951	9722	0.25	          1.11	
000150	宜华健康	0.75	25.62	0.19	25.61	25.62	28081	329	-0.11	          0.87	
000151	中成股份	1.09	18.57	0.20	18.56	18.57	121828	2256	-0.05	          4.57	
000153	丰原药业	--  	10.44	--  	--  	--  	0	0	--  	          0.00	
000155	*ST川化	-2.30	7.65	-0.18	7.64	7.65	250902	3302	-0.26	          5.34	
000156	华数传媒	-0.81	20.77	-0.17	20.77	20.78	99049	1227	0.00	          1.81	
000157	中联重科	-1.10	4.49	-0.05	4.48	4.49	395051	4932	0.22	          0.63	
000158	常山股份	1.87	13.09	0.24	13.08	13.09	80955	3734	0.84	          1.13	
000159	国际实业	1.10	7.36	0.08	7.35	7.36	136771	1071	0.13	          2.84	
000166	申万宏源	0.12	8.20	0.01	8.19	8.20	296430	3924	0.00	          0.57	
000301	东方市场	0.22	4.63	0.01	4.63	4.64	114018	2752	-0.21	          0.94	
000333	美的集团	-0.93	27.60	-0.26	27.60	27.61	66150	2278	-0.18	          0.30	
000338	潍柴动力	0.54	7.47	0.04	7.47	7.48	164533	3068	0.13	          0.79	
000400	许继电气	0.43	13.90	0.06	13.90	13.91	63944	2074	-0.14	          0.87	
000401	冀东水泥	-3.79	9.65	-0.38	9.65	9.66	139039	1036	-0.41	          1.03	
000402	金 融 街	-0.77	9.00	-0.07	9.00	9.01	267569	2026	0.00	          0.90	
000403	ST生化	-3.05	28.30	-0.89	28.30	28.33	60137	868	-0.35	          3.21	
000404	华意压缩	-0.14	7.20	-0.01	7.20	7.21	86147	523	0.27	          2.17	
000407	胜利股份	2.03	6.04	0.12	6.03	6.04	239993	2002	0.00	          3.63	
000408	金谷源	-1.27	13.96	-0.18	13.96	13.97	38097	389	-0.14	          1.51	
000409	山东地矿	-1.63	10.26	-0.17	10.26	10.27	115899	1791	0.00	          3.24	
000410	沈阳机床	-2.73	17.11	-0.48	17.11	17.12	360786	4286	0.00	          4.88	
000411	英特集团	-1.28	20.00	-0.26	19.98	20.00	53743	345	0.05	          2.59	
000413	东旭光电	0.70	7.21	0.05	7.21	7.22	449620	3321	0.00	          2.23	
000415	渤海租赁	--  	6.82	--  	--  	--  	0	0	--  	          0.00	
000416	民生控股	-0.43	7.02	-0.03	7.01	7.02	105892	1181	0.28	          1.99	
000417	合肥百货	0.24	8.19	0.02	8.19	8.20	111289	993	0.12	          1.43	
000418	小天鹅Ａ	0.31	22.48	0.07	22.48	22.49	26558	301	0.13	          0.61	
000419	通程控股	0.00	6.85	0.00	6.84	6.85	50979	389	0.14	          0.94	
000420	吉林化纤	-0.99	8.02	-0.08	8.01	8.02	257739	2630	0.00	          8.10	
000421	南京中北	-1.19	7.50	-0.09	7.50	7.51	40480	450	0.26	          1.15	
000422	湖北宜化	-0.65	6.08	-0.04	6.08	6.09	67241	1746	-0.16	          0.75	
000423	东阿阿胶	-0.40	46.96	-0.19	46.96	46.98	64189	415	0.17	          0.98	
000425	徐工机械	-0.93	3.21	-0.03	3.21	3.22	525861	5340	0.00	          0.74	
000426	兴业矿业	--  	7.06	--  	--  	--  	0	0	--  	          0.00	
000428	华天酒店	1.49	7.48	0.11	7.46	7.48	45336	2920	1.08	          0.63	
000429	粤高速Ａ	-0.19	5.19	-0.01	5.18	5.19	57755	557	0.19	          1.23	
000430	张家界	1.15	11.48	0.13	11.48	11.49	57016	3362	0.70	          2.73	
000488	晨鸣纸业	-0.64	7.81	-0.05	7.81	7.82	140439	882	0.00	          1.27	
000498	山东路桥	-0.16	6.14	-0.01	6.14	6.15	125019	2208	0.32	          3.53	
000501	鄂武商Ａ	-0.88	15.82	-0.14	15.82	15.85	42965	384	0.06	          0.85	
000502	绿景控股	-1.19	23.30	-0.28	23.30	23.31	42801	392	0.12	          2.33	
000503	海虹控股	2.05	25.40	0.51	25.40	25.41	265853	4714	0.07	          2.96	
000504	南华生物	-1.57	18.86	-0.30	18.85	18.86	45326	1115	0.15	          1.46	
000505	珠江控股	-0.43	9.31	-0.04	9.31	9.32	203159	4131	0.10	          5.64	
000506	中润资源	-0.49	8.08	-0.04	8.08	8.09	80164	971	0.00	          0.86	
000507	珠海港	-0.87	5.67	-0.05	5.67	5.68	102785	725	0.00	          1.33	
000509	华塑控股	2.72	6.05	0.16	6.04	6.05	182085	3727	0.83	          3.01	
000510	*ST金路	4.90	7.28	0.34	7.28	7.29	181095	1544	0.00	          2.97	
000511	烯碳新材	-2.06	9.03	-0.19	9.03	9.04	682475	10684	0.11	          5.91	
000513	丽珠集团	-0.49	42.77	-0.21	42.77	42.78	14723	165	0.11	          0.64	
000514	渝 开 发	-0.81	7.31	-0.06	7.31	7.32	118845	1269	0.13	          1.41	
000516	国际医学	1.97	16.02	0.31	16.01	16.02	151441	4564	0.37	          2.15	
000517	荣安地产	-2.16	4.52	-0.10	4.51	4.52	323129	8341	0.44	          1.06	
000518	四环生物	2.65	6.97	0.18	6.96	6.97	242681	5484	0.28	          2.36	
000519	江南红箭	2.08	12.26	0.25	12.25	12.26	192950	2879	0.24	          4.21	
000520	长航凤凰	-5.24	12.30	-0.68	12.30	12.31	1811264	37042	-0.08	         17.90	
000521	美菱电器	2.79	5.52	0.15	5.51	5.52	168454	873	0.00	          2.84	
000523	广州浪奇	1.30	11.71	0.15	11.70	11.71	110265	1234	0.00	          2.47	
000524	岭南控股	3.58	13.90	0.48	13.89	13.90	58291	796	0.50	          2.16	
000525	红 太 阳	0.00	13.66	0.00	13.65	13.66	38778	717	-0.07	          0.76	
000526	银润投资	1.16	61.06	0.70	61.05	61.06	7088	191	0.26	          0.74	
000528	柳    工	1.20	6.72	0.08	6.72	6.73	138512	2624	-0.14	          1.23	
000529	广弘控股	0.47	8.58	0.04	8.58	8.59	100677	1456	0.23	          1.77	
000530	大冷股份	0.89	14.73	0.13	14.71	14.73	37921	510	0.89	          1.76	
000531	穗恒运Ａ	0.22	8.97	0.02	8.97	8.98	32723	244	0.00	          0.48	
000532	力合股份	0.66	16.80	0.11	16.80	16.81	119129	2311	0.05	          3.47	
000533	万 家 乐	-1.13	7.85	-0.09	7.85	7.86	59069	1064	0.12	          0.86	
000534	万泽股份	--  	9.45	--  	--  	--  	0	0	--  	          0.00	
000536	华映科技	1.11	11.86	0.13	11.86	11.87	84458	1259	-0.08	          3.37	
000537	广宇发展	-2.10	7.46	-0.16	7.45	7.46	167447	3685	0.00	          3.27	
000538	云南白药	-0.89	60.30	-0.54	60.30	60.35	24754	534	0.00	          0.24	
000539	粤电力Ａ	-1.05	5.66	-0.06	5.66	5.67	74672	936	0.00	          0.29	
000540	中天城投	-0.68	7.27	-0.05	7.26	7.27	293474	5605	-0.13	          0.75	
000541	佛山照明	-2.11	10.22	-0.22	10.22	10.23	158549	710	0.00	          1.63	
000543	皖能电力	0.00	6.18	0.00	6.17	6.18	107573	3105	0.16	          0.62	
000544	中原环保	0.69	14.56	0.10	14.56	14.57	22328	528	0.06	          0.83	
000545	金浦钛业	-0.65	6.13	-0.04	6.13	6.14	316954	3518	0.16	          5.32	
000546	金圆股份	0.65	9.36	0.06	9.36	9.37	68309	1243	0.42	          2.50	
